Month,ID,Annual_Income,Monthly_Inhand_Salary,Interest_Rate,Delay_from_due_date,Num_of_Delayed_Payment,Outstanding_Debt,Credit_Utilization_Ratio,Amount_invested_monthly,Monthly_Balance
May,151,30272.61,2258.7175,15,31,17,180.94,26.15751353,124.7341359,353.1617631
June,151,30272.61,2258.7175,15,31,17,180.94,31.78766414,162.7897104,335.1061886
January,152,59971.42,5190.618333,6,31,17,203.03,39.58066955,217.6930633,463.4315287
February,152,59971.42,5190.618333,6,31,17,203.03,32.60829425,398.1844951,302.940097
March,152,59971.42,5190.618333,6,36,17,203.03,27.43864956,108.9602477,542.1643443
April,152,59971.42,5190.618333,6,31,17,203.03,36.61509401,81.93143455,579.1931575
May,152,59971.42,5190.618333,6,29,19,203.03,30.37106369,171.767829,499.356763
June,152,59971.42,5190.618333,6,31,17,203.03,37.97601468,63.43139147,597.6932006
January,153,42220.39,3490.365833,1,19,7,257.81,25.56459705,93.31106009,380.4551271
February,153,42220.39,3490.365833,1,19,8,257.81,26.87244765,219.4359664,264.3302207
March,153,42220.39,3490.365833,1,19,8,257.81,28.6426246,331.3087925,172.4573946
April,153,42220.39,3490.365833,1,19,8,257.81,29.92048346,166.2878549,327.4783322
May,153,42220.39,3490.365833,1,19,8,257.81,33.1033798,138.822868,324.9433192
June,153,42220.39,3490.365833,1,19,8,257.81,32.08385288,181.2826135,322.4835737
January,154,43581.13,3566.760833,9,19,10,900.83,37.27591161,120.203879,413.4391267
February,154,43581.13,3566.760833,9,19,8,900.83,25.00899806,451.5403574,92.10264827
March,154,43581.13,3566.760833,9,14,3,900.83,40.95969613,39.53457993,464.1084257
April,154,43581.13,3566.760833,9,14,3,900.83,25.61272993,57.05960796,446.5833977
May,154,43581.13,3566.760833,9,12,6,900.83,34.13471492,79.46497696,414.1780287
June,154,43581.13,3566.760833,9,14,3,900.83,38.11566497,182.6181577,361.0248479
January,155,28681.38,2127.115,2,9,0,467.64,26.21133323,189.688518,303.022982
February,155,28681.38,2127.115,2,15,3,467.64,38.11375608,57.84732471,414.8641753
March,155,28681.38,2127.115,2,14,0,467.64,25.39354008,183.9762249,308.7352751
April,155,28681.38,2127.115,2,14,2,467.64,23.48687745,0,379.0302627
May,155,28681.38,2127.115,2,22,20,467.64,23.91529125,177.0887087,305.6227913
June,155,28681.38,2127.115,2,22,22,467.64,27.80797513,42.14609888,420.5654011
January,156,35376.32,2717.026667,19,25,23,1166.47,34.78417245,57.83548953,405.6505068
February,156,35376.32,2717.026667,19,22,20,1166.47,39.99222456,61.4909092,401.9950871
March,156,35376.32,2717.026667,19,17,20,1166.47,28.44892451,317.5063563,185.97964
April,156,35376.32,2717.026667,19,22,20,1166.47,31.42112705,10000,317.1611418
May,156,35376.32,2717.026667,19,23,21,1166.47,30.24080727,126.1543147,357.3316816
June,156,35376.32,2717.026667,19,22,20,1166.47,35.67602081,59.79900184,413.6869945
January,157,15488.885,1273.740417,4,15,21,1287.59,27.65170151,10000,251.6506322
February,157,15488.885,1273.740417,4,15,22,1287.59,22.63546187,29.44719579,337.9268459
March,157,15488.885,1273.740417,4,15,21,1287.59,28.2454871,155.2232445,262.1507971
April,157,15488.885,1273.740417,4,15,18,1287.59,27.80802651,73.24941749,344.1246242
May,157,15488.885,1273.740417,4,15,21,1287.59,31.10834678,144.922638,272.4514036
June,157,15488.885,1273.740417,4,15,21,1287.59,30.80107913,97.70545172,319.6685899
January,158,19853.35,1726.445833,6,15,21,816.46,33.82929719,10000,369.6677237
February,158,19853.35,1726.445833,6,14,21,816.46,35.28021683,22.03026347,362.5423544
March,158,19853.35,1726.445833,6,24,18,816.46,38.35929016,62.06471233,342.5079055
April,158,19853.35,1726.445833,6,23,18,816.46,33.43584261,123.7961781,290.7764397
May,158,19853.35,1726.445833,6,26,17,816.46,28.15432154,84.41866077,320.1539571
June,158,19853.35,1726.445833,6,26,18,816.46,38.77875139,104.2653578,320.30726
January,159,115643.01,9910.9175,2,26,21,951.36,27.56800421,414.0255925,641.6721483
February,159,115643.01,9910.9175,2,26,18,951.36,30.64862041,670.2124917,395.4852492
March,159,115643.01,9910.9175,2,26,18,951.36,33.02244357,102.0319785,933.6657624
April,159,115643.01,9910.9175,2,26,21,951.36,23.40766359,868.4215954,207.2761454
May,159,115643.01,9910.9175,2,8,11,951.36,41.09080181,133.5556741,902.1420668
June,159,115643.01,9910.9175,2,8,11,951.36,30.2873135,644.4721303,431.2256105
January,160,7512.225,513.01875,14,8,13,540.07,27.51300973,32.37729898,288.2384683
February,160,7512.225,513.01875,14,8,10,540.07,23.90991208,63.02139644,257.5943709
March,160,7512.225,513.01875,14,7,0,540.07,33.85302645,53.16535684,267.4504105
April,160,7512.225,513.01875,14,8,11,540.07,29.15999445,42.59795497,278.0178123
May,160,7512.225,513.01875,14,8,11,540.07,26.06325537,10.13191094,270.4838564
June,160,7512.225,513.01875,14,8,11,540.07,30.79841422,25.80361934,294.812148
January,161,35161.46,2930.121667,32,41,23,4445.32,31.0425119,123.585426,346.0356564
February,161,35161.46,2930.121667,32,41,23,4445.32,29.46906222,82.98997859,346.6311039
March,161,35161.46,2930.121667,32,41,0,4445.32,29.68532244,204.8329297,264.7881528
April,161,35161.46,2930.121667,32,41,23,4445.32,33.15011988,78.34093426,381.2801482
May,161,35161.46,2930.121667,32,41,23,4445.32,28.41173359,37.42498443,392.196098
June,161,35161.46,2930.121667,32,41,23,4445.32,27.11896522,19.01948976,400.6015927
January,162,9133.045,777.0870833,34,44,0,3035.88,41.34692749,26.30815984,311.199516
February,162,9133.045,777.0870833,34,41,23,3035.88,37.47715843,60.06650759,277.4411683
March,162,9133.045,777.0870833,34,14,20,3035.88,37.62121972,42.1771251,285.3305508
April,162,9133.045,777.0870833,34,9,19,3035.88,32.01028671,46.48832383,281.019352
May,162,9133.045,777.0870833,34,9,17,3035.88,31.19875966,35.77146298,271.7362129
June,162,9133.045,777.0870833,34,11,18,3035.88,36.66944085,48.45451194,269.0531639
January,163,19283.47,1886.955833,34,9,19,4404.48,26.51448318,87.58752722,306.4916244
February,163,19283.47,1886.955833,34,9,16,4404.48,40.44311542,43.34465042,300.7345012
March,163,19283.47,1886.955833,34,7,18,4404.48,24.73345048,10000,149.6890621
April,163,19283.47,1886.955833,34,4,18,4404.48,36.81321436,118.9762629,265.1028887
May,163,19283.47,1886.955833,34,23,18,4404.48,24.26782583,45.36876137,308.7103902
June,163,19283.47,1886.955833,34,23,19,4404.48,38.01777594,25.49382195,318.5853297
January,164,66502.76,5379.896667,1,21,18,276.91,40.27395345,82.10389005,625.7856023
February,164,66502.76,5379.896667,1,18,19,276.91,25.85623159,131.0999091,566.7895833
March,164,66502.76,5379.896667,1,25,18,276.91,33.4594584,70.98632216,636.9031702
April,164,66502.76,5379.896667,1,18,18,276.91,31.26324999,97.47015739,600.419335
May,164,66502.76,5379.896667,1,23,19,276.91,23.33091259,374.667545,353.2219474
June,164,66502.76,5379.896667,1,23,22,276.91,35.76220154,211.1375988,506.7518935
January,165,9444.795,850.06625,28,9,0,1701.58,38.48831078,92.59222789,254.8194468
February,165,9444.795,850.06625,28,9,0,1701.58,35.18216454,28.49645707,278.9152176
March,165,9444.795,850.06625,28,9,1,1701.58,35.76303907,10000,255.860069
April,165,9444.795,850.06625,28,9,0,1701.58,30.66682464,71.40615723,276.0055175
May,165,9444.795,850.06625,28,9,0,1701.58,33.20798895,83.43984726,263.9718274
June,165,9444.795,850.06625,28,4,0,1701.58,36.85162288,20.14142612,277.2702486
January,166,70112.78,5989.731667,3,9,1,877.06,36.97651581,433.1852678,376.069951
February,166,70112.78,5989.731667,3,9,0,877.06,27.43320195,469.3210996,339.9341192
March,166,70112.78,5989.731667,3,29,14,877.06,29.76451184,545.8562339,263.3989849
April,166,70112.78,5989.731667,3,33,0,877.06,35.54211365,541.2524164,268.0028024
May,166,70112.78,5989.731667,3,26,16,877.06,35.44189502,94.87331908,674.3818997
June,166,70112.78,5989.731667,3,29,15,877.06,33.51310192,0,666.7678119
January,167,15604.56,1389.38,25,29,13,2686.18,37.27594078,93.21312485,277.812525
February,167,15604.56,1389.38,25,29,16,2686.18,31.09297235,65.8787918,325.1468581
March,167,15604.56,1389.38,25,29,16,2686.18,27.39811578,56.0390886,314.9865613
April,167,15604.56,1389.38,25,29,16,2686.18,37.98187464,169.0607979,221.964852
May,167,15604.56,1389.38,25,22,16,2686.18,37.20855788,62.34275238,298.6828975
June,167,15604.56,1389.38,25,22,16,2686.18,38.61447028,25.9869617,335.0386882
January,168,68935.26,5518.605,8,22,16,457.81,23.06996228,208.5060891,490.5581022
February,168,68935.26,5518.605,8,22,16,457.81,34.69013759,10000,584.1471399
March,168,68935.26,5518.605,8,22,0,457.81,37.45209398,739.7896616,
April,168,68935.26,5518.605,8,27,16,457.81,27.6047595,215.0382826,484.0259088
May,168,68935.26,5518.605,8,22,16,457.81,36.53246992,371.8341314,337.2300599
June,168,68935.26,5518.605,8,22,16,457.81,36.50307552,162.8164817,536.2477096
January,169,31807,2733.583333,14,18,14,611.04,24.10101884,195.2840071,332.5206354
February,169,31807,2733.583333,14,18,14,611.04,29.95563613,59.79390725,418.0107352
March,169,31807,2733.583333,14,20,13,611.04,23.41143447,10000,349.8835461
April,169,31807,2733.583333,14,18,16,611.04,27.06705363,32.15559293,455.6490495
May,169,31807,2733.583333,14,18,11,611.04,33.56369078,159.3500743,338.4545682
June,169,31807,2733.583333,14,20,14,611.04,25.15308482,104.8348455,382.969797
January,170,10025.2,1089.433333,21,18,15,1409.58,36.61446866,141.3578697,216.1538873
February,170,10025.2,1089.433333,21,18,11,1409.58,37.44166625,10000,290.7693068
March,170,10025.2,1089.433333,21,11,7,1409.58,28.82956825,83.79413236,253.7176246
April,170,10025.2,1089.433333,21,14,6,1409.58,36.18180914,65.98234303,291.529414
May,170,10025.2,1089.433333,21,14,5,1409.58,30.80777958,0,311.9552779
June,170,10025.2,1089.433333,21,14,7,1409.58,37.5870229,10000,313.6858346
January,171,64036.88,5591.406667,15,11,8,1635.19,37.2691958,475.3623658,245.9522395
February,171,64036.88,5591.406667,15,14,0,1635.19,30.4775069,307.9415911,403.3730142
March,171,64036.88,5591.406667,15,14,4,1635.19,39.58268408,93.11963409,578.1949712
April,171,64036.88,5591.406667,15,14,5,1635.19,32.85935458,297.9761044,413.3385009
May,171,64036.88,5591.406667,15,23,8,1635.19,34.17436022,408.9846947,302.3299106
June,171,64036.88,5591.406667,15,27,10,1635.19,37.68110354,0,608.441419
January,172,9783.245,908.2704167,29,27,10,1684.06,32.48217556,94.75302405,233.2348839
February,172,9783.245,908.2704167,29,27,10,1684.06,35.81234018,87.82352528,230.1643827
March,172,9783.245,908.2704167,29,27,12,1684.06,36.56831665,34.54547793,293.4424301
April,172,9783.245,908.2704167,29,27,10,1684.06,36.00260723,80.78357717,237.2043308
May,172,9783.245,908.2704167,29,27,9,1684.06,39.30674058,31.69155149,266.2963565
June,172,9783.245,908.2704167,29,27,9,1684.06,33.39004369,120.5055564,207.4823516
January,173,86522.72,7098.226667,13,17,2672,455.22,39.76005144,95.86465456,808.6933307
February,173,86522.72,7098.226667,13,14,5,455.22,29.33748968,139.8368013,774.721184
March,173,86522.72,7098.226667,13,14,5,455.22,35.72838676,297.1751329,627.3828524
April,173,86522.72,7098.226667,13,14,3,455.22,31.59459157,322.233403,602.3245823
May,173,86522.72,7098.226667,13,14,5,455.22,29.96454401,182.1269494,752.4310359
June,173,86522.72,7098.226667,13,14,5,455.22,41.34223418,179.7084198,724.8495655
January,174,124419.66,10221.305,11,14,5,923.85,32.05791074,338.6474398,589.3015246
February,174,124419.66,10221.305,11,14,8,923.85,25.89328065,153.5073452,764.4416192
March,174,124419.66,10221.305,11,19,6,923.85,25.09173299,489.4492844,468.4996801
April,174,124419.66,10221.305,11,15,6,923.85,39.6747794,460.327041,497.6219234
May,174,124419.66,10221.305,11,15,0,923.85,39.84859775,685.6839887,252.2649757
June,174,124419.66,10221.305,11,15,5,923.85,32.81519327,384.9861356,542.9628288
January,175,15606.515,1234.542917,6,15,4,257.85,30.0612628,11.91253583,315.9153833
February,175,15606.515,1234.542917,6,15,4,257.85,33.83458662,83.46627906,274.3616401
March,175,15606.515,1234.542917,6,15,6,257.85,29.05478377,110.8730164,256.9549028
April,175,15606.515,1234.542917,6,15,7,257.85,31.79140125,35.99312572,311.8347934
May,175,15606.515,1234.542917,6,35,23,257.85,26.32681457,42.60892273,305.2189964
June,175,15606.515,1234.542917,6,35,20,257.85,34.19296784,116.2624209,261.5654983
January,176,28230.92,2184.576667,32,35,20,2989.13,28.35377488,10000,162.5484461
February,176,28230.92,2184.576667,32,30,23,2989.13,30.32802113,278.5433234,97.43321534
March,176,28230.92,2184.576667,32,39,21,2989.13,31.63443343,47.01439107,298.9621477
April,176,28230.92,2184.576667,32,35,24,2989.13,34.11060485,186.0192201,169.9573187
May,176,28230.92,2184.576667,32,35,23,2989.13,36.07550414,194.7423576,161.2341812
June,176,28230.92,2184.576667,32,33,23,2989.13,26.00590564,278.191081,97.78545783
January,177,10623.765,895.31375,18,17,16,181.68,25.24975772,33.32194172,319.6941533
February,177,10623.765,895.31375,18,17,16,181.68,32.99101556,21.04730907,281.968786
March,177,10623.765,895.31375,18,17,16,181.68,30.25241705,35.27977495,317.7363201
April,177,10623.765,895.31375,18,17,14,181.68,36.73851076,32.34011518,310.6759799
May,177,10623.765,895.31375,18,17,16,181.68,32.39269322,106.1434122,246.8726828
June,177,10623.765,895.31375,18,18,19,181.68,29.41001565,45.37842493,307.6376701
January,178,11970.955,1169.579583,7,17,16,889.62,33.26282623,44.42759779,317.6451658
February,178,11970.955,1169.579583,7,15,13,889.62,33.8466937,109.9436352,282.1291284
March,178,11970.955,1169.579583,7,23,14,889.62,28.07761032,49.99400702,332.0787566
April,178,11970.955,1169.579583,7,23,14,889.62,39.22939643,65.05655859,327.016205
May,178,11970.955,1169.579583,7,23,14,889.62,25.76219107,106.8432032,275.2295604
June,178,11970.955,1169.579583,7,23,14,889.62,30.59268898,63.83498355,318.2377801
January,179,112362.76,1169.579583,5,23,14,1358.65,42.06028306,163.7235424,767.9551331
February,179,112362.76,9279.563333,5,23,14,1358.65,36.57227198,191.5464789,740.1321966
March,179,112362.76,9279.563333,5,27,14,1358.65,32.73703846,255.5696959,686.1089796
April,179,112362.76,9279.563333,5,23,15,1358.65,33.71460371,146.6506006,795.028075
May,179,112362.76,9279.563333,5,9,14,1358.65,26.14313661,256.6155198,715.0631558
June,179,112362.76,9279.563333,5,9,14,1358.65,31.40208793,204.2274394,727.4512362
January,180,33335.24,3059.936667,8,9,0,1226.23,30.98273421,88.11987223,476.3352464
February,180,33335.24,3059.936667,8,9,13,1226.23,38.09268613,148.9713256,405.483793
March,180,33335.24,3059.936667,8,9,14,1226.23,38.57620843,22.44818432,502.0069343
April,180,33335.24,3059.936667,8,10,14,1226.23,27.46252398,53.05852244,471.3965962
May,180,33335.24,3059.936667,8,9,14,1226.23,38.51753498,59.6921288,464.7629898
June,180,33335.24,3059.936667,8,9,0,1226.23,37.97942858,201.2702606,373.184858
January,181,131577.84,3059.936667,3,23,12,816.21,35.46722492,239.2669445,935.9028596
February,181,131577.84,3059.936667,3,18,7,816.21,38.90990945,468.3495251,746.820279
March,181,131577.84,3059.936667,3,20,9,816.21,40.70004607,281.2547725,903.9150316
April,181,131577.84,3059.936667,3,23,9,816.21,29.59197703,585.2536115,619.9161926
May,181,131577.84,3059.936667,3,23,12,816.21,30.59204017,988.994679,226.1751251
June,181,131577.84,3059.936667,3,23,7,816.21,29.99205292,167.3210815,1007.848723
January,182,32314.44,2805.87,5,19,9,1339.6,26.92427772,270.2810239,210.0917846
February,182,32314.44,2805.87,5,23,9,1339.6,36.63151119,151.9409799,318.4318286
March,182,32314.44,2805.87,5,13,12,1339.6,32.94627527,73.39764612,386.9751623
April,182,32314.44,2805.87,5,11,11,1339.6,23.66573212,176.8415853,313.5312232
May,182,32314.44,2805.87,5,16,12,1339.6,30.11502584,95.19105821,375.1817503
June,182,32314.44,2805.87,5,9,12,1339.6,30.44585275,189.4042624,270.968546
January,183,61235.6,4870.966667,7,8,12,71.52,38.84510679,214.8214093,534.6206576
February,183,61235.6,4870.966667,7,13,12,71.52,34.26205575,0,630.8990098
March,183,61235.6,4870.966667,7,13,11,71.52,32.20393878,120.8691196,588.5729472
April,183,61235.6,4870.966667,7,13,13,71.52,27.37432422,173.3238099,536.118257
May,183,61235.6,4870.966667,7,11,13,71.52,37.11285823,103.4453987,615.9966682
June,183,61235.6,4870.966667,7,14,0,71.52,32.75305113,563.19791,186.2441569
January,184,19078.93,1304.910833,20,13,13,265.86,37.31055443,91.65269595,328.8383874
February,184,19078.93,1304.910833,20,14,13,265.86,23.16393009,57.84103191,362.6500514
March,184,19078.93,1304.910833,20,14,13,265.86,29.63214643,68.52655644,351.9645269
April,184,19078.93,1304.910833,20,14,0,265.86,22.81903237,140.5061763,279.984907
May,184,19078.93,1304.910833,20,14,13,265.86,29.43096295,78.81926895,341.6718144
June,184,19078.93,1304.910833,20,14,14,265.86,30.42834498,55.6242093,354.866874
January,185,83703.52,1304.910833,27,21,9,4525.08,24.74205399,337.6182379,284.6737837
February,185,83703.52,1304.910833,27,18,9,4525.08,31.78425397,10000,226.975682
March,185,83703.52,6955.293333,27,18,9,4525.08,40.46506994,533.9793107,68.31271094
April,185,83703.52,6955.293333,27,18,0,4525.08,39.61509803,89.17149835,493.1205233
May,185,83703.52,6955.293333,27,16,10,4525.08,26.02276244,122.236813,450.0552087
June,185,83703.52,6955.293333,27,18,9,4525.08,32.72518549,386.6270807,215.664941
January,186,99127.04,8217.586667,10,18,9,1126.35,35.0425359,0,685.5960317
February,186,99127.04,8217.586667,10,18,9,1126.35,38.1773235,194.297459,631.4760598
March,186,99127.04,8217.586667,10,17,20,1126.35,37.25037761,65.07212528,750.7013935
April,186,99127.04,8217.586667,10,15,20,1126.35,31.56061978,139.0998511,686.6736678
May,186,99127.04,8217.586667,10,15,22,1126.35,35.89359309,148.2089008,667.564618
June,186,99127.04,8217.586667,10,15,20,1126.35,32.77576375,353.1232655,502.6502533
January,187,10405.01,694.0841667,30,15,20,2086.22,31.13203623,47.82292504,277.9826967
February,187,10405.01,694.0841667,30,15,20,2086.22,31.70034659,45.76944905,250.0361727
March,187,10405.01,694.0841667,30,15,21,2086.22,24.52577775,59.14913717,256.6564846
April,187,10405.01,694.0841667,30,11,17,2086.22,29.6508883,27.70473499,298.1008868
May,187,10405.01,694.0841667,30,38,0,2086.22,24.29301418,25.45425232,290.3513694
June,187,10405.01,694.0841667,30,38,24,2086.22,36.77139695,78.66253233,247.1430894
January,188,135895.96,11304.66333,6,34,18,429.77,35.83808668,239.7467972,1130.719536
February,188,135895.96,11304.66333,6,38,21,429.77,34.87647096,226.8870458,1143.579288
March,188,135895.96,11304.66333,6,38,24,429.77,32.85264131,204.3743466,1166.091987
April,188,135895.96,11304.66333,6,38,21,429.77,39.48680594,166.1480985,1214.318235
May,188,135895.96,11304.66333,6,38,18,429.77,29.63807373,771.7409074,638.725426
June,188,135895.96,11304.66333,6,38,23,429.77,35.80489367,349.8131963,1030.653137
January,189,29608.46,2625.371667,31,26,14,1286.07,37.83423279,43.06699278,327.7058916
February,189,29608.46,2625.371667,31,26,14,1286.07,35.21589074,79.92624482,300.8466396
March,189,29608.46,2625.371667,31,26,17,1286.07,36.69060867,157.8909464,222.881938
April,189,29608.46,2625.371667,31,26,14,1286.07,28.69716511,161.1720578,219.6008266
May,189,29608.46,2625.371667,31,28,12,1286.07,30.22208043,170.0207938,210.7520906
June,189,29608.46,2625.371667,31,26,14,1286.07,30.18915883,123.8872486,286.8856358
January,190,29999.94,2767.995,15,27,14,2593.23,34.82247159,259.5470019,185.6050139
February,190,29999.94,2767.995,15,29,14,2593.23,31.59554354,154.3309048,290.8211111
