Month,ID,Delay-from-due-date,Num-of-Delayed-Payment,Outstanding-Debt,Credit-Utilization-Ratio,Annual-Income,Debt-to-Income Ratio,Amount-invested-monthly,Monthly-Balance,Default
January,290,7,0,2198.82,24.42928971,7599.035,29%,98.81828233,1029.724469,0
February,290,7,0,2198.82,33.44497849,7599.035,29%,35.8438101,44.4788737,0
March,290,36,24,2198.82,35.91863008,7599.035,29%,25.62301659,180.4149747,1
April,290,36,24,2198.82,31.54533316,7599.035,29%,109.9266911,278.2095181,1
May,290,36,24,2198.82,24.92937452,7599.035,29%,120.018727,207.2397541,1
June,290,36,24,2198.82,34.06409856,7599.035,29%,16.2907539,273.6565775,1
January,291,36,21,80.5,37.11345666,97640.4,0%,727.9822228,263.8273256,1
February,291,36,23,80.5,39.28646441,97640.4,0%,173.4952741,257.3644565,1
March,291,36,0,80.5,40.50296066,97640.4,0%,171.9704541,291.2887725,1
April,291,33,0,80.5,28.76961204,97640.4,0%,141.8642813,218.8368731,1
May,291,15,9,80.5,32.79002094,97640.4,0%,223.6558851,379.1819806,1
June,291,19,8,80.5,30.97145649,97640.4,0%,99.73933287,528.2618816,1
January,292,19,707,2321.23,32.08164606,75881.16,3%,94.59513166,379.9130888,1
February,292,19,9,2321.23,30.73000587,75881.16,3%,333.4966539,502.0127241,1
March,292,23,0,2321.23,34.23130426,75881.16,3%,128.1096506,511.2274778,0
April,292,24,9,2321.23,27.30701089,75881.16,3%,451.3351651,392.6367611,1
May,292,19,0,2321.23,25.84011766,75881.16,3%,474.0644699,481.7886556,0
June,292,19,0,2321.23,37.03194976,75881.16,3%,512.7324609,332.4348392,0
January,293,44,15,581.05,28.92477168,36490.98,2%,54.60230189,247.2177832,1
February,293,40,15,581.05,24.63901022,36490.98,2%,58.63332278,293.1606064,1
March,293,40,16,581.05,30.87646093,36490.98,2%,340.8374323,271.6937589,1
April,293,39,15,581.05,27.72370675,36490.98,2%,44.45868647,266.460435,1
May,293,40,13,581.05,25.17990331,36490.98,2%,50.74827411,275.3383548,1
June,293,40,15,581.05,31.72598972,36490.98,2%,130.0193046,257.6913538,1
January,294,40,0,401.53,37.06629091,30743.6,1%,38.01437647,262.8703295,1
February,294,40,0,401.53,24.15575589,30743.6,1%,80.79006992,298.1399375,1
March,294,18,25,401.53,24.87346005,30743.6,1%,174.6332528,172.8289952,1
April,294,22,22,401.53,28.35545826,30743.6,1%,82.91104926,76.18559661,1
May,294,18,22,401.53,25.96814116,30743.6,1%,56.11761972,287.0806885,1
June,294,16,22,401.53,28.93201033,30743.6,1%,301.1361952,330.3616186,1
January,295,18,22,429.86,41.35399191,177150.4,0%,296.504285,374.6026454,1
February,295,23,20,429.86,37.49865221,177150.4,0%,,285.979694,1
March,295,18,0,429.86,30.31822751,177150.4,0%,1299.584468,361.2234312,0
April,295,18,0,429.86,40.53493432,177150.4,0%,220.1060734,245.1656109,0
May,295,5,16,429.86,31.64492775,177150.4,0%,816.9023299,395.6293185,1
June,295,5,13,429.86,34.02798747,177150.4,0%,606.3935648,213.0148896,1
January,296,5,16,642.65,29.92644153,110264,1%,121.57314,365.0397906,1
February,296,2,18,642.65,41.04281847,110264,1%,,227.1741175,1
March,296,5,19,642.65,33.53355701,110264,1%,,272.8660558,1
April,296,5,16,642.65,34.01034058,110264,1%,147.332202,313.0071387,1
May,296,5,0,642.65,29.24192867,110264,1%,477.9202906,334.1450774,0
June,296,5,0,642.65,33.79501246,110264,1%,669.8898104,291.0991951,0
January,297,33,78,465.04,36.6154338,32128.24,1%,239.3017729,166.1452322,1
February,297,30,17,465.04,34.94970762,32128.24,1%,46.5822452,386.5868852,1
March,297,34,15,465.04,29.84952942,32128.24,1%,137.6555082,351.5175982,1
April,297,30,17,465.04,27.96667496,32128.24,1%,212.7184255,351.2686067,1
May,297,30,14,465.04,36.04695238,32128.24,1%,151.7952645,386.8919406,1
June,297,32,16,465.04,33.89757457,32128.24,1%,74.18108118,393.2856759,1
January,298,27,0,218.25,36.89580297,151722.56,0%,1359.394441,379.9715099,0
February,298,30,0,218.25,25.59606601,151722.56,0%,1072.889719,331.1414115,0
March,298,17,20,218.25,44.10124847,151722.56,0%,205.411665,433.1161608,1
April,298,17,20,218.25,37.29468171,151722.56,0%,121.4080824,529.0921317,1
May,298,17,20,218.25,41.29413849,151722.56,0%,318.5533615,338.6330904,1
June,298,17,18,218.25,36.67160928,151722.56,0%,683.8709535,425.1712441,1
January,299,17,0,417.27,28.73289527,62316.63,1%,441.3438381,393.6706073,0
February,299,14,20,417.27,35.0404506,62316.63,1%,243.3579014,386.3168967,1
March,299,17,0,417.27,36.97242072,62316.63,1%,73.31445607,438.8576935,0
April,299,17,0,417.27,26.34933907,62316.63,1%,86.08430299,482.0483817,0
May,299,47,24,417.27,33.99439238,62316.63,1%,93.13362812,296.8969573,1
June,299,47,24,417.27,35.12914398,62316.63,1%,10000,252.2735243,1
January,300,47,24,1306.08,35.56911984,19310.62,7%,152.2541641,297.0095304,1
February,300,47,26,1306.08,36.94904074,19310.62,7%,14.45150678,266.519151,1
March,300,44,21,1306.08,35.42993267,19310.62,7%,80.85126883,276.4825059,1
April,300,47,24,1306.08,28.1088224,19310.62,7%,103.2071557,257.7615432,1
May,300,47,0,1306.08,24.63317528,19310.62,7%,47.54862903,291.0051913,1
June,300,47,0,1306.08,26.23504472,19310.62,7%,67.10128288,258.5647628,1
January,301,26,11,1315.6,29.42768535,94511.79,1%,605.6547311,269.6979018,1
February,301,24,9,1315.6,36.6038721,94511.79,1%,498.8840842,263.8344968,1
March,301,24,9,1315.6,33.5182484,94511.79,1%,101.0140736,277.5945813,1
April,301,25,12,1315.6,35.79875055,94511.79,1%,10000,277.7781703,1
May,301,29,9,1315.6,36.56463004,94511.79,1%,217.9098531,243.9744858,1
June,301,26,9,1315.6,40.56005902,94511.79,1%,441.4676753,288.9213776,1
January,302,24,0,999.36,41.18918061,96275.84,1%,148.3607103,261.0369729,0
February,302,24,0,999.36,36.86495685,96275.84,1%,,243.5009562,0
March,302,3,3,999.36,32.09475286,96275.84,1%,187.6973828,391.6787968,0
April,302,3,0,999.36,30.00696045,96275.84,1%,598.2463611,398.9631727,0
May,302,4,3,999.36,38.81916502,96275.84,1%,287.4350579,377.2255188,0
June,302,5,3,999.36,35.02903695,96275.84,1%,472.1294437,371.9479205,0
January,303,3,3,4935.76,31.64836156,57219.92,9%,10000,326.0743775,0
February,303,3,3,4935.76,26.00505418,57219.92,9%,150.1177375,370.4861584,0
March,303,-1,0,4935.76,26.38603801,57219.92,9%,,338.8963132,0
April,303,3,0,4935.76,39.31417541,57219.92,9%,218.8882329,389.5718284,0
May,303,0,8,4935.76,41.4513038,57219.92,9%,76.24300407,368.254006,1
June,303,1,8,4935.76,35.29294862,57219.92,9%,417.6121083,318.5071428,1
January,304,1,8,2024.84,25.86304545,80591.2,3%,512.9191895,441.6366867,1
February,304,1,8,2024.84,31.09206148,80591.2,3%,653.1526743,212.458541,1
March,304,1,8,2024.84,30.68590475,80591.2,3%,133.6741155,296.9994097,1
April,304,1,7,2024.84,31.05761873,80591.2,3%,496.1273305,417.3190072,1
May,304,5,0,2024.84,28.02563436,80591.2,3%,193.355651,409.1763263,0
June,304,1,0,2024.84,36.04651025,80591.2,3%,613.7810167,229.8527697,0
January,305,10,0,192.45,34.83859367,73434.92,0%,137.1585196,882.0514122,0
February,305,10,1,192.45,36.1086868,73434.92,0%,131.5162914,652.2810796,0
March,305,10,1,192.45,25.86800318,73434.92,0%,,846.1058877,0
April,305,10,4,192.45,33.50086296,73434.92,0%,562.4491165,794.5719885,0
May,305,11,4,192.45,23.62059845,73434.92,0%,10000,752.6891067,0
June,305,10,4,192.45,27.38044179,73434.92,0%,470.7278529,706.1647617,0
January,306,10,0,2560.45,38.33959106,53916.84,5%,,959.5553002,0
February,306,10,0,2560.45,30.54932501,53916.84,5%,207.691648,0,0
March,306,22,10,2560.45,31.68540978,53916.84,5%,231.3024053,444.7215384,1
April,306,21,13,2560.45,29.98530902,53916.84,5%,82.4879027,440.9176512,1
May,306,21,10,2560.45,39.40657473,53916.84,5%,169.8803677,276.2185884,1
June,306,21,10,2560.45,34.91951337,53916.84,5%,163.5861726,335.5348442,1
January,307,21,12,1740.38,36.26215986,53071.47,3%,60.72245822,395.6171042,1
February,307,21,11,1740.38,29.99882275,53071.47,3%,77.57109206,412.4619771,1
March,307,21,0,1740.38,32.13739225,53071.47,3%,451.5421441,214.7956327,0
April,307,23,0,1740.38,25.45298988,53071.47,3%,76.30682513,387.514071,0
May,307,27,19,1740.38,32.76322061,53071.47,3%,215.979395,267.64825,1
June,307,27,17,1740.38,37.73826282,53071.47,3%,182.3194493,401.6983253,1
January,308,26,18,2128.87,26.79924889,69692.16,3%,121.8483595,422.6460384,1
February,308,25,18,2128.87,27.18427743,69692.16,3%,10000,478.2029166,1
March,308,27,0,2128.87,32.73365882,69692.16,3%,99.85887515,390.0855332,0
April,308,26,18,2128.87,26.75124852,69692.16,3%,10000,266.100193,1
May,308,27,0,2128.87,29.51343015,69692.16,3%,252.9426653,411.3562683,0
June,308,27,0,2128.87,28.50645994,69692.16,3%,258.9739483,472.0974882,0
January,309,16,12,1574.91,32.42520937,15735.68,10%,10000,958.5570338,1
February,309,22,14,1574.91,28.42267116,15735.68,10%,30.63041905,1019.351101,1
March,309,21,12,1574.91,23.2047954,15735.68,10%,51.12416516,912.5053987,1
April,309,21,13,1574.91,31.5897405,15735.68,10%,101.084499,706.921514,1
May,309,21,12,1574.91,31.30750079,15735.68,10%,42.1256533,519.9580708,1
June,309,21,12,1574.91,28.91158726,15735.68,10%,101.2555231,773.9929779,1
January,310,21,0,4182.21,32.71470197,20502.64,20%,68.0771681,846.5090132,0
February,310,18,0,4182.21,24.33770964,20502.64,20%,201.1728577,1102.103435,0
March,310,10,0,4182.21,25.12687838,20502.64,20%,148.7138907,515.6402408,0
April,310,10,0,4182.21,34.49616325,20502.64,20%,117.1593531,519.5813736,0
May,310,5,3,4182.21,34.715337,20502.64,20%,119.267897,485.533378,0
June,310,5,0,4182.21,25.94442492,20502.64,20%,63.96982525,400.816785,0
January,311,7,0,1078.02,26.97982892,55662.64,2%,423.729524,594.9740326,0
February,311,10,0,1078.02,36.84437481,55662.64,2%,139.3655821,499.5790741,0
March,311,10,0,1078.02,28.31822426,55662.64,2%,44.57131426,612.8170352,0
April,311,10,0,1078.02,34.13460737,55662.64,2%,77.64173629,642.4687323,0
May,311,25,18,1078.02,38.69836479,55662.64,2%,339.3782531,461.2014329,1
June,311,25,15,1078.02,37.21961663,55662.64,2%,204.8036289,325.070647,1
January,312,25,16,1352.88,24.61385176,19758.84,7%,39.60399979,230.3044337,1
February,312,25,15,1352.88,33.82384274,19758.84,7%,,281.0543662,1
March,312,25,18,1352.88,37.56938827,19758.84,7%,71.16605209,360.2251968,1
April,312,25,18,1352.88,38.0330947,19758.84,7%,70.90258244,255.7004156,1
May,312,25,0,1352.88,29.49994573,19758.84,7%,156.064738,460.7163786,0
June,312,25,0,1352.88,35.34448591,19758.84,7%,51.30001566,290.3205348,0
January,313,29,17,815.35,25.69837462,55000.62,1%,115.8077544,593.3420843,1
February,313,29,16,815.35,26.10975903,55000.62,1%,66.67637344,590.2570658,1
March,313,29,16,815.35,36.73896575,55000.62,1%,238.3169155,605.4683166,1
April,313,29,17,815.35,40.27927892,55000.62,1%,384.9574075,525.8781321,1
May,313,25,18,815.35,40.58150123,55000.62,1%,343.8246379,20.82866392,1
June,313,24,16,815.35,30.20528474,55000.62,1%,600.5157206,623.6600767,1
January,314,29,0,343.41,35.87601682,10352.745,3%,30.77363547,221.2949937,0
February,314,29,0,343.41,30.80812489,10352.745,3%,78.88989848,546.8893249,0
March,314,16,18,343.41,35.99482434,10352.745,3%,102.841486,247.2729873,1
April,314,16,18,343.41,37.4221037,10352.745,3%,56.00327691,240.5084948,1
May,314,19,15,343.41,39.58099898,10352.745,3%,71.6905836,240.7477833,1
June,314,16,18,343.41,26.88143495,10352.745,3%,89.08421224,269.8811405,1
January,315,16,18,1274.59,27.20809798,50811.27,3%,86.26076834,280.5252589,1
February,315,16,18,1274.59,34.9571975,50811.27,3%,211.9968361,246.6023359,1
March,315,19,0,1274.59,24.70910186,50811.27,3%,257.0148922,270.1217785,0
April,315,16,0,1274.59,25.90052163,50811.27,3%,114.9084207,244.4371038,0
May,315,26,0,1274.59,33.54365955,50811.27,3%,112.5710723,538.7951025,0
June,315,29,15,1274.59,32.43121733,50811.27,3%,44.45414946,174.4094417,1
January,316,26,15,3825.82,28.41107636,59448.04,6%,273.5780408,495.1506861,1
February,316,23,17,3825.82,28.15267287,59448.04,6%,210.4452026,184.5616066,1
March,316,31,16,3825.82,32.49179779,59448.04,6%,,471.0429486,1
April,316,22,15,3825.82,30.14869082,59448.04,6%,565.4289733,418.5724359,1
May,316,26,0,3825.82,24.31122779,59448.04,6%,290.3177977,500.7815721,0
June,316,26,0,3825.82,30.94823768,59448.04,6%,,543.4984788,0
January,317,31,10,1247.3,32.9616636,18549.28,7%,98.89260912,304.4278052,1
February,317,27,7,1247.3,32.90267401,18549.28,7%,17.64112298,245.8434872,1
March,317,29,10,1247.3,28.12386762,18549.28,7%,81.43914072,296.251862,1
April,317,27,10,1247.3,35.31401117,18549.28,7%,50.39486694,301.4432833,1
May,317,27,10,1247.3,26.40603353,18549.28,7%,28.29478712,278.609988,1
June,317,27,10,1247.3,36.65438819,5444147,0%,129.5064735,284.6736538,1
January,318,27,0,744.97,29.87962269,134810.13,1%,806.8608461,263.8841618,0
February,318,30,0,744.97,29.87176362,134810.13,1%,766.7799329,303.1006423,0
March,318,7,17,744.97,40.73910114,134810.13,1%,325.2486865,238.4816323,1
April,318,4,17,744.97,36.25644555,134810.13,1%,652.5902258,188.6287857,1
May,318,5,18,744.97,43.13051049,134810.13,1%,312.7363581,309.6539235,1
June,318,5,17,744.97,38.92442299,134810.13,1%,279.6363767,293.5929401,1
January,319,9,16,789.13,36.5283912,162550.32,0%,146.0267596,341.8171106,1
February,319,5,17,789.13,36.02308694,162550.32,0%,322.9702887,314.3371374,1
March,319,5,0,789.13,35.04406228,162550.32,0%,101.6600796,333.5596017,0
April,319,5,0,789.13,47.96956024,162550.32,0%,241.0992135,263.4931451,0
May,319,30,11,789.13,35.80246147,162550.32,0%,,566.7414881,1
June,319,30,11,789.13,38.03282138,162550.32,0%,571.4854909,320.3254882,1
January,320,26,11,1033.59,41.49850224,102596.64,1%,211.7125666,379.7362935,1
February,320,33,11,1033.59,44.22447855,102596.64,1%,135.5267124,374.0760093,1
March,320,25,3815,1033.59,27.51797771,102596.64,1%,190.8314049,10.30550807,1
April,320,34,14,1033.59,44.93121975,102596.64,1%,195.0625204,380.204118,1
May,320,27,0,1033.59,46.2937028,102596.64,1%,61.64215703,554.9769826,0
June,320,35,0,1033.59,39.87407899,102596.64,1%,64.15779849,346.4100329,1
January,321,31,25,1122.86,26.31939198,14884.465,8%,57.72786348,144.3468441,1
February,321,34,24,1122.86,38.93601916,14884.465,8%,131.07955,103.003041,1
March,321,34,25,1122.86,35.54806105,14884.465,8%,171.7102297,238.9726952,1
April,321,34,23,1122.86,35.14489108,14884.465,8%,55.58661182,270.9184329,1
May,321,34,0,1122.86,29.29814927,14884.465,8%,128.2418398,265.2451774,1
June,321,34,25,1122.86,28.82336882,14884.465,8%,165.4691676,50.57476411,1
January,322,29,0,1404.06,39.9291405,31732.61,4%,39.35478893,222.8856338,0
February,322,38,0,1404.06,23.40744887,31732.61,4%,92.53224266,215.6845745,1
March,322,64,17,1404.06,29.54729677,31732.61,4%,51.48058165,292.2354423,1
April,322,61,17,1404.06,30.14333948,31732.61,4%,127.4011606,252.4500213,1
May,322,59,17,1404.06,27.78039054,31732.61,4%,70.23296462,278.1736574,1
June,322,57,15,1404.06,33.70987478,31732.61,4%,255.9691484,262.9023415,1
January,323,59,14,486.71,28.16592179,50847.22,1%,146.2525941,239.4652253,1
February,323,59,17,486.71,32.60012371,50847.22,1%,112.1982194,294.7737858,1
March,323,59,0,486.71,29.98192277,50847.22,1%,54.53134806,271.0848518,1
April,323,59,0,486.71,42.37251786,50847.22,1%,104.8698746,268.689656,1
May,323,12,13,486.71,33.72492552,50847.22,1%,400.1931517,290.6023559,1
June,323,12,13,486.71,30.7492159,50847.22,1%,293.4234473,322.7261068,1
January,324,12,10,4833.08,23.68663313,9349.475,52%,35.73150545,348.4276953,1
February,324,12,13,4833.08,26.97107875,9349.475,52%,46.56537263,316.5466733,1
March,324,12,14,4833.08,35.73122996,9349.475,52%,16.8415769,338.073231,1
April,324,10,0,4833.08,33.55276575,9349.475,52%,47.13656835,330.2941218,0
May,324,12,0,4833.08,34.89284185,9349.475,52%,37.78970502,276.5821426,0
June,324,12,0,4833.08,34.98613157,9349.475,52%,39.58768095,268.1028927,0
January,325,30,7,269.46,35.74443414,135115.44,0%,10000,799.0311421,1
February,325,30,0,269.46,34.85955013,135115.44,0%,1079.474357,708.8558048,0
March,325,30,7,269.46,31.24785577,135115.44,0%,1048.397194,846.9480883,1
April,325,34,8,269.46,31.68657487,135115.44,0%,183.5209924,613.030204,1
May,325,29,8,269.46,39.6510773,135115.44,0%,288.6554033,641.6016207,1
June,325,34,11,269.46,42.55547608,135115.44,0%,479.6036351,807.3453967,1
January,326,30,0,198.53,31.52048941,66169.56,0%,127.9396928,272.1816876,0
February,326,30,0,198.53,28.37863502,66169.56,0%,344.6720228,646.5891791,0
March,326,20,11,198.53,30.29485373,66169.56,0%,41.67108038,265.1289244,1
April,326,17,13,198.53,40.01564884,66169.56,0%,,289.2459299,1
May,326,20,13,198.53,27.6248603,66169.56,0%,217.122165,420.3360674,1
June,326,20,13,198.53,26.78424596,66169.56,0%,484.2706322,343.7781262,1
January,327,20,16,4701.09,34.60750805,56760.51,8%,72.29548058,409.1322312,1
February,327,20,10,4701.09,31.71257459,56760.51,8%,238.0492226,377.3509344,1
March,327,20,0,4701.09,33.56193533,56760.51,8%,165.7624041,398.579337,0
April,327,20,0,4701.09,34.97457372,56760.51,8%,55.91007241,369.6328398,0
May,327,8,8,4701.09,34.25408858,56760.51,8%,622.1943163,331.3401933,1
June,327,8,8,4701.09,36.77028101,56760.51,8%,459.1717358,424.0363435,1
January,328,8,5,977.19,34.30884371,108223.62,1%,1134.73594,295.595035,0
February,328,8,7,977.19,35.38110109,108223.62,1%,227.8256118,305.7580758,1
March,328,3,7,977.19,29.16380909,108223.62,1%,314.8937787,372.6295417,1
April,328,8,5,977.19,31.20278392,108223.62,1%,159.7722026,358.2443842,0
May,328,6,0,977.19,37.18354611,108223.62,1%,218.2998588,246.4845984,0
June,328,8,0,977.19,32.83578984,108223.62,1%,538.8080231,365.6062237,0
January,329,10,8,3403.23,27.42572763,53098.47,6%,51.2605352,516.6377014,1
February,329,10,5,3403.23,30.88697281,53098.47,6%,10000,559.8269214,0
March,329,9,8,3403.23,38.45881035,53098.47,6%,169.2463396,440.6442011,1
April,329,10,0,3403.23,32.91510969,53098.47,6%,,791.0182797,0
May,329,10,8,3403.23,24.05961625,53098.47,6%,238.3533639,478.1672513,1
June,329,5,8,3403.23,35.76150911,53098.47,6%,358.2013433,672.0199423,1
January,330,10,0,990.35,36.48677323,17853.5,6%,87.85641268,0,0
February,330,10,0,990.35,30.65523168,17853.5,6%,54.08347267,650.2406454,0
March,330,17,14,990.35,26.46739144,17853.5,6%,116.2828953,291.1340594,1
April,330,13,14,990.35,37.48163022,17853.5,6%,80.95095566,334.771565,1
May,330,17,14,990.35,38.46016677,17853.5,6%,75.73728609,385.904407,1
June,330,19,14,990.35,27.5938286,17853.5,6%,106.6376179,365.3491467,1
January,331,18,14,3520.79,32.13503693,16813.54,21%,52.0155821,210.187505,1
February,331,22,0,3520.79,32.53949628,16813.54,21%,99.935238,381.7831666,0
March,331,22,0,3520.79,36.73631362,16813.54,21%,130.6624524,315.7207722,0
April,331,17,0,3520.79,23.56129771,16813.54,21%,59.16643489,345.8940007,0
May,331,15,15,3520.79,28.31513605,16813.54,21%,124.498427,45.91328725,1
June,331,10,15,3520.79,24.37168979,16813.54,21%,101.6904418,343.555315,1
January,332,15,15,420.02,38.63061576,68665.76,1%,315.9726071,154.7797487,1
February,332,15,15,420.02,31.5451192,68665.76,1%,180.8168859,130.9569989,1
March,332,15,15,420.02,32.25378233,68665.76,1%,635.5601402,516.8498572,1
April,332,15,15,420.02,35.79469564,68665.76,1%,434.9668892,505.8430258,1
May,332,15,0,420.02,40.94151457,68665.76,1%,118.6102026,103.5421203,0
June,332,16,0,420.02,24.42680103,68665.76,1%,281.7888045,455.5635062,0
January,333,7,8,864.7,34.6659351,22500.52,4%,174.4491265,273.9196599,1
February,333,12,6,864.7,27.02276475,22500.52,4%,41.79090909,266.7526754,1
March,333,11,8,864.7,35.32607566,22500.52,4%,197.73304,259.4573374,1
April,333,7,8,864.7,26.85868224,22500.52,4%,51.09396182,255.7664482,1
May,333,8,8,864.7,28.83576174,22500.52,4%,52.28291318,236.651139,1
June,333,7,11,864.7,39.42229751,22500.52,4%,57.08209535,236.1249061,1
January,334,4,0,642.42,37.76381085,15305.46,4%,132.3098739,209.5876484,0
February,334,7,0,642.42,34.49804409,15305.46,4%,75.64273717,248.1459468,0
March,334,18,13,642.42,36.35520068,15305.46,4%,103.4551466,812.6602841,1
April,334,20,13,642.42,34.79348795,15305.46,4%,160.2879817,723.0538588,1
May,334,20,15,642.42,32.6711522,15305.46,4%,,876.8718422,1
June,334,20,0,642.42,39.32159761,15305.46,4%,79.00742355,631.5922982,0
January,335,20,15,2909.71,36.72950022,15544.47,19%,26.46895035,832.5705577,1
February,335,20,14,2909.71,30.88178096,15544.47,19%,129.7135339,491.9791147,1
March,335,20,0,2909.71,37.21163915,15544.47,19%,87.09076722,593.2928514,0
April,335,20,0,2909.71,34.03557395,15544.47,19%,125.2340647,783.7522181,0
May,335,14,3,2909.71,24.46833339,15544.47,19%,135.0161817,342.855248,0
June,335,14,2,2909.71,34.42975239,15544.47,19%,72.24402102,301.367546,0
January,336,14,2,338.95,29.17466092,99089.52,0%,670.0521236,397.292543,0
February,336,19,2,338.95,38.07573563,99089.52,0%,645.614654,386.5465748,0
March,336,14,2,338.95,37.49406279,99089.52,0%,402.917018,417.1979711,0
April,336,14,2,338.95,36.22652948,99089.52,0%,846.3415521,322.409418,0
May,336,9,0,338.95,42.51529121,9374962,0%,147.803693,221.0082741,0
June,336,19,0,338.95,29.88711686,99089.52,0%,408.9073828,343.1416648,0
January,337,30,14,486.05,32.39622858,9307.24,5%,10000,536.4628937,1
February,337,29,12,486.05,39.80424325,9307.24,5%,43.86994874,579.319475,1
March,337,35,12,486.05,34.550703,9307.24,5%,53.74478574,381.30207,1
April,337,30,12,486.05,30.85429745,9307.24,5%,44.68282975,244.4562869,1
May,337,25,12,486.05,32.84606547,9307.24,5%,43.91726929,695.3724704,1
June,337,30,12,486.05,25.13319496,9307.24,5%,101.3431312,508.349014,1
January,338,30,0,1383.6,27.41588318,134316.2,1%,1027.04614,489.3062687,0
February,338,27,0,1383.6,41.76865775,134316.2,1%,840.1671469,481.6437906,0
March,338,60,24,1383.6,44.59204849,134316.2,1%,273.3993688,289.8896694,1
April,338,65,25,1383.6,24.62768676,134316.2,1%,889.4561242,285.8861731,1
May,338,60,0,1383.6,37.96156962,134316.2,1%,277.3982484,322.0525606,1
June,338,60,25,1383.6,27.1412206,134316.2,1%,1034.636518,255.6367849,1
January,339,57,25,1340.41,36.50312515,38685.98,3%,148.4273514,320.9002197,1
February,339,59,0,1340.41,38.50561558,38685.98,3%,10000,272.5247594,1
March,339,60,0,1340.41,34.13396548,38685.98,3%,448.4877945,240.0748895,1
April,339,60,0,1340.41,25.52958446,38685.98,3%,205.4115205,276.7785771,1
May,339,1,2,1340.41,33.7293762,38685.98,3%,89.7804197,307.2717403,0
June,339,1,4,1340.41,35.05704373,38685.98,3%,174.6612873,346.8865568,0
January,340,5,3,1446.37,28.44219112,69933.98,2%,262.1556232,302.0497672,0
February,340,1,4,1446.37,28.92677698,69933.98,2%,71.40054764,274.4195365,0
March,340,-2,0,1446.37,30.60913067,69933.98,2%,290.5051451,360.6848847,0
April,340,1,4,1446.37,25.58847691,69933.98,2%,139.9840301,227.0549254,0
May,340,1,0,1446.37,33.99993719,69933.98,2%,184.3643665,222.9870476,0
June,340,1,0,1446.37,36.21743027,69933.98,2%,146.0099153,375.9630759,0
January,341,7,8,1498.02,41.12891217,21075.36,7%,119.4000237,124.6626926,1
February,341,7,8,1498.02,32.18994706,21075.36,7%,50.53160002,409.7950022,1
March,341,7,8,1498.02,34.86942815,21075.36,7%,21.95705958,901.9842687,1
April,341,7,8,1498.02,31.59037685,21075.36,7%,55.17302526,0,1
May,341,9,8,1498.02,25.52809985,21075.36,7%,116.2318916,774.2040892,1
June,341,6,10,1498.02,36.37820747,21075.36,7%,250.0914613,537.7093525,1
January,342,8,0,1494.43,29.95727574,60843.33,2%,39.14685837,768.4007395,0
February,342,7,0,1494.43,35.958286,60843.33,2%,197.5291002,557.4671008,0
March,342,27,14,1494.43,29.68614109,60843.33,2%,240.8474729,269.0709223,1
April,342,22,14,1494.43,23.28617556,60843.33,2%,660.1416343,270.0871244,1
May,342,22,14,1494.43,30.66765048,60843.33,2%,528.4542278,269.4642323,1
June,342,22,15,1494.43,36.23932295,60843.33,2%,82.50761512,288.0524578,1
January,343,22,14,3247.42,38.06854044,15091.03,22%,63.26759253,269.4540116,1
February,343,22,14,3247.42,34.70475274,15091.03,22%,29.44017907,265.2881975,1
March,343,22,0,3247.42,32.06143988,15091.03,22%,95.84028212,262.5981128,0
April,343,22,0,3247.42,24.22741058,15091.03,22%,104.4795442,290.5116085,0
May,343,16,12,3247.42,30.55391153,15091.03,22%,189.5674099,435.6536318,1
June,343,16,12,3247.42,31.50787508,15091.03,22%,,411.349589,1
January,344,16,12,1263.12,40.18505087,54987.52,2%,208.1867557,458.8629354,1
February,344,16,12,1263.12,25.76132003,54987.52,2%,119.3812883,295.3508408,1
March,344,16,12,1263.12,36.79774166,54987.52,2%,163.9431098,314.8870077,1
April,344,16,9,1263.12,32.45230044,54987.52,2%,192.2321859,415.0974804,1
May,344,16,0,1263.12,26.65785559,54987.52,2%,128.2645272,353.1796985,0
June,344,12,0,1263.12,25.08013683,54987.52,2%,387.6273812,458.8056516,0
January,345,31,12,4183.22,25.04460412,7506.125,56%,26.84429789,268.306587,1
February,345,27,12,4183.22,35.16460735,7506.125,56%,10000,307.4097574,1
March,345,24,12,4183.22,31.83445848,7506.125,56%,106.7212883,296.9785744,1
April,345,27,12,4183.22,25.31817714,7506.125,56%,72.33579642,337.9818657,1
May,345,27,10,4183.22,24.12045707,7506.125,56%,65.51465329,352.5524351,1
June,345,27,14,4183.22,36.60015747,7506.125,56%,66.28412561,246.827421,1
January,346,27,0,2575.23,34.87888323,17448.08,15%,18.18126405,234.3932514,0
February,346,27,0,2575.23,23.89831265,17448.08,15%,10000,349.1935997,0
March,346,13,11,2575.23,28.41069857,17448.08,15%,19.26805963,274.648811,1
April,346,13,9,2575.23,23.25115385,17448.08,15%,88.38235343,402.5706565,1
May,346,10,6,2575.23,29.39467528,17448.08,15%,68.02684533,410.9503828,1
June,346,13,9,2575.23,28.2317063,17448.08,15%,72.64589498,343.1949885,1
January,347,13,9,190.04,36.15598628,42241.19,0%,129.0859843,357.7598206,1
February,347,12,9,190.04,32.2807082,42241.19,0%,10000,360.3313831,1
March,347,13,0,190.04,38.75594492,42241.19,0%,127.0915132,291.998789,0
April,347,13,0,190.04,26.19891785,42241.19,0%,47.36619989,371.0363848,0
May,347,9,0,190.04,41.2312031,42241.19,0%,182.1624895,511.0400084,0
